Year,Reference area,Sex,COMPOSITE_BREAKDOWN,GeoCode,Value,M49_country_code
2009,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,8.191126,KGZ
2010,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,8.128246,KGZ
2011,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.946,KGZ
2012,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.434435,KGZ
2013,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,8.991228,KGZ
2014,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,8.889853,KGZ
2015,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.20985,KGZ
2016,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.970849,KGZ
2017,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,10.418837,KGZ
2018,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,13.157895,KGZ
2019,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,9.129641,KGZ
2020,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,14.6,KGZ
2021,Issyk-Kul,,Non-communicable disease: Diabetes,KG02,6.9,KGZ
2007,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,8.882655,KGZ
2008,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,4.180214,KGZ
2009,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,8.743672,KGZ
2010,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,7.29927,KGZ
2011,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,5.424955,KGZ
2012,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,6.711409,KGZ
2013,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,7.954043,KGZ
2014,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,7.860262,KGZ
2015,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,4.741379,KGZ
2016,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,5.947324,KGZ
2017,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,12.981575,KGZ
2018,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,11.147812,KGZ
2019,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,7.739308,KGZ
2020,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,13.3,KGZ
2021,Issyk-Kul,Male,Non-communicable disease: Diabetes,KG02,5.2,KGZ
2007,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,11.807448,KGZ
2008,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,8.141113,KGZ
2009,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,7.650765,KGZ
2010,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,8.940545,KGZ
2011,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,8.440693,KGZ
2012,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,6.161972,KGZ
2013,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,10.013061,KGZ
2014,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,9.905254,KGZ
2015,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,7.659574,KGZ
2016,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,7.983193,KGZ
2017,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,7.880547,KGZ
2018,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,15.151515,KGZ
2019,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,10.509297,KGZ
2020,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,16.0,KGZ
2021,Issyk-Kul,Female,Non-communicable disease: Diabetes,KG02,8.7,KGZ
2007,Naryn,,Non-communicable disease: Diabetes,KG04,5.445352,KGZ
2008,Naryn,,Non-communicable disease: Diabetes,KG04,3.889537,KGZ
2009,Naryn,,Non-communicable disease: Diabetes,KG04,6.581494,KGZ
2010,Naryn,,Non-communicable disease: Diabetes,KG04,4.219409,KGZ
2011,Naryn,,Non-communicable disease: Diabetes,KG04,6.069803,KGZ
2012,Naryn,,Non-communicable disease: Diabetes,KG04,3.752345,KGZ
2013,Naryn,,Non-communicable disease: Diabetes,KG04,3.707824,KGZ
2014,Naryn,,Non-communicable disease: Diabetes,KG04,6.959707,KGZ
2015,Naryn,,Non-communicable disease: Diabetes,KG04,4.708439,KGZ
2016,Naryn,,Non-communicable disease: Diabetes,KG04,5.010737,KGZ
2017,Naryn,,Non-communicable disease: Diabetes,KG04,3.893805,KGZ
2018,Naryn,,Non-communicable disease: Diabetes,KG04,7.358094,KGZ
2019,Naryn,,Non-communicable disease: Diabetes,KG04,7.63094,KGZ
2020,Naryn,,Non-communicable disease: Diabetes,KG04,9.6,KGZ
2021,Naryn,,Non-communicable disease: Diabetes,KG04,7.5,KGZ
2007,Naryn,Male,Non-communicable disease: Diabetes,KG04,5.39707,KGZ
2008,Naryn,Male,Non-communicable disease: Diabetes,KG04,3.079292,KGZ
2009,Naryn,Male,Non-communicable disease: Diabetes,KG04,4.594181,KGZ
2010,Naryn,Male,Non-communicable disease: Diabetes,KG04,1.515152,KGZ
2011,Naryn,Male,Non-communicable disease: Diabetes,KG04,5.988024,KGZ
2012,Naryn,Male,Non-communicable disease: Diabetes,KG04,1.47929,KGZ
2013,Naryn,Male,Non-communicable disease: Diabetes,KG04,3.652301,KGZ
2014,Naryn,Male,Non-communicable disease: Diabetes,KG04,7.220217,KGZ
2015,Naryn,Male,Non-communicable disease: Diabetes,KG04,4.282655,KGZ
2016,Naryn,Male,Non-communicable disease: Diabetes,KG04,7.052186,KGZ
2017,Naryn,Male,Non-communicable disease: Diabetes,KG04,2.089136,KGZ
2018,Naryn,Male,Non-communicable disease: Diabetes,KG04,5.509642,KGZ
2019,Naryn,Male,Non-communicable disease: Diabetes,KG04,5.453306,KGZ
2020,Naryn,Male,Non-communicable disease: Diabetes,KG04,8.1,KGZ
2021,Naryn,Male,Non-communicable disease: Diabetes,KG04,10.7,KGZ
2007,Naryn,Female,Non-communicable disease: Diabetes,KG04,5.494505,KGZ
2008,Naryn,Female,Non-communicable disease: Diabetes,KG04,4.716981,KGZ
2009,Naryn,Female,Non-communicable disease: Diabetes,KG04,8.613939,KGZ
2010,Naryn,Female,Non-communicable disease: Diabetes,KG04,6.993007,KGZ
2011,Naryn,Female,Non-communicable disease: Diabetes,KG04,6.153846,KGZ
2012,Naryn,Female,Non-communicable disease: Diabetes,KG04,6.092917,KGZ
2013,Naryn,Female,Non-communicable disease: Diabetes,KG04,3.76506,KGZ
2014,Naryn,Female,Non-communicable disease: Diabetes,KG04,6.69145,KGZ
2015,Naryn,Female,Non-communicable disease: Diabetes,KG04,5.147059,KGZ
2016,Naryn,Female,Non-communicable disease: Diabetes,KG04,2.906977,KGZ
2017,Naryn,Female,Non-communicable disease: Diabetes,KG04,5.759539,KGZ
2018,Naryn,Female,Non-communicable disease: Diabetes,KG04,9.272468,KGZ
2019,Naryn,Female,Non-communicable disease: Diabetes,KG04,9.887006,KGZ
2020,Naryn,Female,Non-communicable disease: Diabetes,KG04,11.2,KGZ
2021,Naryn,Female,Non-communicable disease: Diabetes,KG04,4.2,KGZ
2007,Osh,,Non-communicable disease: Diabetes,KG06,6.482682,KGZ
2008,Osh,,Non-communicable disease: Diabetes,KG06,5.398481,KGZ
2009,Osh,,Non-communicable disease: Diabetes,KG06,5.588103,KGZ
2010,Osh,,Non-communicable disease: Diabetes,KG06,5.158307,KGZ
2011,Osh,,Non-communicable disease: Diabetes,KG06,4.651979,KGZ
2012,Osh,,Non-communicable disease: Diabetes,KG06,4.739336,KGZ
2013,Osh,,Non-communicable disease: Diabetes,KG06,4.803641,KGZ
2014,Osh,,Non-communicable disease: Diabetes,KG06,5.106663,KGZ
2015,Osh,,Non-communicable disease: Diabetes,KG06,5.707395,KGZ
2016,Osh,,Non-communicable disease: Diabetes,KG06,5.496231,KGZ
2017,Osh,,Non-communicable disease: Diabetes,KG06,6.073186,KGZ
2018,Osh,,Non-communicable disease: Diabetes,KG06,6.626506,KGZ
2019,Osh,,Non-communicable disease: Diabetes,KG06,6.789668,KGZ
2020,Osh,,Non-communicable disease: Diabetes,KG06,7.6,KGZ
2021,Osh,,Non-communicable disease: Diabetes,KG06,5.1,KGZ
2007,Osh,Male,Non-communicable disease: Diabetes,KG06,5.880191,KGZ
2008,Osh,Male,Non-communicable disease: Diabetes,KG06,5.266025,KGZ
2009,Osh,Male,Non-communicable disease: Diabetes,KG06,4.291845,KGZ
2010,Osh,Male,Non-communicable disease: Diabetes,KG06,4.943503,KGZ
2011,Osh,Male,Non-communicable disease: Diabetes,KG06,4.707113,KGZ
2012,Osh,Male,Non-communicable disease: Diabetes,KG06,3.422313,KGZ
2013,Osh,Male,Non-communicable disease: Diabetes,KG06,4.683841,KGZ
2014,Osh,Male,Non-communicable disease: Diabetes,KG06,4.902762,KGZ
2015,Osh,Male,Non-communicable disease: Diabetes,KG06,4.942602,KGZ
2016,Osh,Male,Non-communicable disease: Diabetes,KG06,4.201681,KGZ
2017,Osh,Male,Non-communicable disease: Diabetes,KG06,5.785627,KGZ
2018,Osh,Male,Non-communicable disease: Diabetes,KG06,7.005515,KGZ
2019,Osh,Male,Non-communicable disease: Diabetes,KG06,7.29927,KGZ
2020,Osh,Male,Non-communicable disease: Diabetes,KG06,6.0,KGZ
2021,Osh,Male,Non-communicable disease: Diabetes,KG06,3.7,KGZ
2007,Osh,Female,Non-communicable disease: Diabetes,KG06,7.094847,KGZ
2008,Osh,Female,Non-communicable disease: Diabetes,KG06,5.533014,KGZ
2009,Osh,Female,Non-communicable disease: Diabetes,KG06,6.905324,KGZ
2010,Osh,Female,Non-communicable disease: Diabetes,KG06,5.376344,KGZ
2011,Osh,Female,Non-communicable disease: Diabetes,KG06,4.596076,KGZ
2012,Osh,Female,Non-communicable disease: Diabetes,KG06,6.075334,KGZ
2013,Osh,Female,Non-communicable disease: Diabetes,KG06,4.925272,KGZ
2014,Osh,Female,Non-communicable disease: Diabetes,KG06,5.313849,KGZ
2015,Osh,Female,Non-communicable disease: Diabetes,KG06,6.485084,KGZ
2016,Osh,Female,Non-communicable disease: Diabetes,KG06,6.81458,KGZ
2017,Osh,Female,Non-communicable disease: Diabetes,KG06,6.36646,KGZ
2018,Osh,Female,Non-communicable disease: Diabetes,KG06,6.239537,KGZ
2019,Osh,Female,Non-communicable disease: Diabetes,KG06,6.268657,KGZ
2020,Osh,Female,Non-communicable disease: Diabetes,KG06,9.2,KGZ
2021,Osh,Female,Non-communicable disease: Diabetes,KG06,6.6,KGZ
2007,Talas,,Non-communicable disease: Diabetes,KG07,7.633588,KGZ
2008,Talas,,Non-communicable disease: Diabetes,KG07,7.555556,KGZ
2009,Talas,,Non-communicable disease: Diabetes,KG07,10.105448,KGZ
2010,Talas,,Non-communicable disease: Diabetes,KG07,5.208333,KGZ
2011,Talas,,Non-communicable disease: Diabetes,KG07,2.996575,KGZ
2012,Talas,,Non-communicable disease: Diabetes,KG07,4.2123,KGZ
2013,Talas,,Non-communicable disease: Diabetes,KG07,6.213753,KGZ
2014,Talas,,Non-communicable disease: Diabetes,KG07,4.891969,KGZ
2015,Talas,,Non-communicable disease: Diabetes,KG07,0.802246,KGZ
2016,Talas,,Non-communicable disease: Diabetes,KG07,2.764613,KGZ
2017,Talas,,Non-communicable disease: Diabetes,KG07,3.501946,KGZ
2018,Talas,,Non-communicable disease: Diabetes,KG07,3.062787,KGZ
2019,Talas,,Non-communicable disease: Diabetes,KG07,3.014318,KGZ
2020,Talas,,Non-communicable disease: Diabetes,KG07,5.6,KGZ
2021,Talas,,Non-communicable disease: Diabetes,KG07,3.7,KGZ
2007,Talas,Male,Non-communicable disease: Diabetes,KG07,7.187781,KGZ
2008,Talas,Male,Non-communicable disease: Diabetes,KG07,7.992895,KGZ
2009,Talas,Male,Non-communicable disease: Diabetes,KG07,10.526316,KGZ
2010,Talas,Male,Non-communicable disease: Diabetes,KG07,5.194805,KGZ
2011,Talas,Male,Non-communicable disease: Diabetes,KG07,1.70503,KGZ
2012,Talas,Male,Non-communicable disease: Diabetes,KG07,5.025126,KGZ
2013,Talas,Male,Non-communicable disease: Diabetes,KG07,5.761317,KGZ
2014,Talas,Male,Non-communicable disease: Diabetes,KG07,4.854369,KGZ
2015,Talas,Male,Non-communicable disease: Diabetes,KG07,0.794913,KGZ
2016,Talas,Male,Non-communicable disease: Diabetes,KG07,1.563722,KGZ
2017,Talas,Male,Non-communicable disease: Diabetes,KG07,3.85208,KGZ
2018,Talas,Male,Non-communicable disease: Diabetes,KG07,1.515152,KGZ
2019,Talas,Male,Non-communicable disease: Diabetes,KG07,2.980626,KGZ
2020,Talas,Male,Non-communicable disease: Diabetes,KG07,3.7,KGZ
2021,Talas,Male,Non-communicable disease: Diabetes,KG07,4.4,KGZ
2007,Talas,Female,Non-communicable disease: Diabetes,KG07,8.078995,KGZ
2008,Talas,Female,Non-communicable disease: Diabetes,KG07,7.117438,KGZ
2009,Talas,Female,Non-communicable disease: Diabetes,KG07,9.683099,KGZ
2010,Talas,Female,Non-communicable disease: Diabetes,KG07,5.221932,KGZ
2011,Talas,Female,Non-communicable disease: Diabetes,KG07,4.299226,KGZ
2012,Talas,Female,Non-communicable disease: Diabetes,KG07,3.389831,KGZ
2013,Talas,Female,Non-communicable disease: Diabetes,KG07,6.672227,KGZ
2014,Talas,Female,Non-communicable disease: Diabetes,KG07,4.930156,KGZ
2015,Talas,Female,Non-communicable disease: Diabetes,KG07,0.809717,KGZ
2016,Talas,Female,Non-communicable disease: Diabetes,KG07,3.990423,KGZ
2017,Talas,Female,Non-communicable disease: Diabetes,KG07,3.144654,KGZ
2018,Talas,Female,Non-communicable disease: Diabetes,KG07,4.643963,KGZ
2019,Talas,Female,Non-communicable disease: Diabetes,KG07,3.04878,KGZ
2020,Talas,Female,Non-communicable disease: Diabetes,KG07,7.5,KGZ
2021,Talas,Female,Non-communicable disease: Diabetes,KG07,3.0,KGZ
2007,Chui,,Non-communicable disease: Diabetes,KG08,7.706886,KGZ
2008,Chui,,Non-communicable disease: Diabetes,KG08,7.89177,KGZ
2009,Chui,,Non-communicable disease: Diabetes,KG08,4.721083,KGZ
2010,Chui,,Non-communicable disease: Diabetes,KG08,5.667817,KGZ
2011,Chui,,Non-communicable disease: Diabetes,KG08,7.206547,KGZ
2012,Chui,,Non-communicable disease: Diabetes,KG08,4.816376,KGZ
2013,Chui,,Non-communicable disease: Diabetes,KG08,7.919622,KGZ
2014,Chui,,Non-communicable disease: Diabetes,KG08,9.512761,KGZ
2015,Chui,,Non-communicable disease: Diabetes,KG08,7.395608,KGZ
2016,Chui,,Non-communicable disease: Diabetes,KG08,8.590874,KGZ
2017,Chui,,Non-communicable disease: Diabetes,KG08,6.568144,KGZ
2018,Chui,,Non-communicable disease: Diabetes,KG08,7.193472,KGZ
2019,Chui,,Non-communicable disease: Diabetes,KG08,6.62809,KGZ
2020,Chui,,Non-communicable disease: Diabetes,KG08,9.1,KGZ
2021,Chui,,Non-communicable disease: Diabetes,KG08,5.3,KGZ
2007,Chui,Male,Non-communicable disease: Diabetes,KG08,6.177606,KGZ
2008,Chui,Male,Non-communicable disease: Diabetes,KG08,7.14468,KGZ
2009,Chui,Male,Non-communicable disease: Diabetes,KG08,3.794586,KGZ
2010,Chui,Male,Non-communicable disease: Diabetes,KG08,6.268806,KGZ
2011,Chui,Male,Non-communicable disease: Diabetes,KG08,5.962733,KGZ
2012,Chui,Male,Non-communicable disease: Diabetes,KG08,5.382921,KGZ
2013,Chui,Male,Non-communicable disease: Diabetes,KG08,5.522209,KGZ
2014,Chui,Male,Non-communicable disease: Diabetes,KG08,8.71819,KGZ
2015,Chui,Male,Non-communicable disease: Diabetes,KG08,5.083179,KGZ
2016,Chui,Male,Non-communicable disease: Diabetes,KG08,6.796556,KGZ
2017,Chui,Male,Non-communicable disease: Diabetes,KG08,5.335705,KGZ
2018,Chui,Male,Non-communicable disease: Diabetes,KG08,5.669429,KGZ
2019,Chui,Male,Non-communicable disease: Diabetes,KG08,5.553182,KGZ
2020,Chui,Male,Non-communicable disease: Diabetes,KG08,6.3,KGZ
2021,Chui,Male,Non-communicable disease: Diabetes,KG08,5.8,KGZ
2007,Chui,Female,Non-communicable disease: Diabetes,KG08,9.181141,KGZ
2008,Chui,Female,Non-communicable disease: Diabetes,KG08,8.612205,KGZ
2009,Chui,Female,Non-communicable disease: Diabetes,KG08,5.615234,KGZ
2010,Chui,Female,Non-communicable disease: Diabetes,KG08,5.087209,KGZ
2011,Chui,Female,Non-communicable disease: Diabetes,KG08,8.409419,KGZ
2012,Chui,Female,Non-communicable disease: Diabetes,KG08,4.267425,KGZ
2013,Chui,Female,Non-communicable disease: Diabetes,KG08,10.24447,KGZ
2014,Chui,Female,Non-communicable disease: Diabetes,KG08,10.283364,KGZ
2015,Chui,Female,Non-communicable disease: Diabetes,KG08,9.639094,KGZ
2016,Chui,Female,Non-communicable disease: Diabetes,KG08,10.331941,KGZ
2017,Chui,Female,Non-communicable disease: Diabetes,KG08,7.76364,KGZ
2018,Chui,Female,Non-communicable disease: Diabetes,KG08,8.671743,KGZ
2019,Chui,Female,Non-communicable disease: Diabetes,KG08,7.671574,KGZ
2020,Chui,Female,Non-communicable disease: Diabetes,KG08,11.8,KGZ
2021,Chui,Female,Non-communicable disease: Diabetes,KG08,4.8,KGZ
2007,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.03571,KGZ
2008,Bishkek (city),,Non-communicable disease: Diabetes,KG11,5.197631,KGZ
2009,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.645622,KGZ
2010,Bishkek (city),,Non-communicable disease: Diabetes,KG11,3.985465,KGZ
2011,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.036443,KGZ
2012,Bishkek (city),,Non-communicable disease: Diabetes,KG11,3.957038,KGZ
2013,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.861341,KGZ
2014,Bishkek (city),,Non-communicable disease: Diabetes,KG11,3.777658,KGZ
2015,Bishkek (city),,Non-communicable disease: Diabetes,KG11,3.164891,KGZ
2016,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.951516,KGZ
2017,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.338176,KGZ
2018,Bishkek (city),,Non-communicable disease: Diabetes,KG11,3.350744,KGZ
2019,Bishkek (city),,Non-communicable disease: Diabetes,KG11,2.786854,KGZ
2020,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.7,KGZ
2021,Bishkek (city),,Non-communicable disease: Diabetes,KG11,2.2,KGZ
2007,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,4.472507,KGZ
2008,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,3.648684,KGZ
2009,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,4.367934,KGZ
2010,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,3.283657,KGZ
2011,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,2.483238,KGZ
2012,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,3.64786,KGZ
2013,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,5.698006,KGZ
2014,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,3.242993,KGZ
2015,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,2.938517,KGZ
2016,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,4.19426,KGZ
2017,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,3.882657,KGZ
2018,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,2.736842,KGZ
2019,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,2.0496,KGZ
2020,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,5.8,KGZ
2021,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,2.5,KGZ
2007,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,3.656307,KGZ
2008,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,6.537421,KGZ
2009,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.885632,KGZ
2010,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.593176,KGZ
2011,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,5.38329,KGZ
2012,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.22565,KGZ
2013,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.133085,KGZ
2014,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.244139,KGZ
2015,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,3.363007,KGZ
2016,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,5.615802,KGZ
2017,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.738438,KGZ
2018,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,3.891051,KGZ
2019,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,3.43767,KGZ
2020,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,3.7,KGZ
2021,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,1.9,KGZ
2007,Osh (city),,Non-communicable disease: Diabetes,KG21,9.364027,KGZ
2008,Osh (city),,Non-communicable disease: Diabetes,KG21,11.650485,KGZ
2009,Osh (city),,Non-communicable disease: Diabetes,KG21,5.800464,KGZ
2010,Osh (city),,Non-communicable disease: Diabetes,KG21,6.213592,KGZ
2011,Osh (city),,Non-communicable disease: Diabetes,KG21,8.600469,KGZ
2012,Osh (city),,Non-communicable disease: Diabetes,KG21,5.424254,KGZ
2013,Osh (city),,Non-communicable disease: Diabetes,KG21,13.318113,KGZ
2014,Osh (city),,Non-communicable disease: Diabetes,KG21,7.844602,KGZ
2015,Osh (city),,Non-communicable disease: Diabetes,KG21,6.227106,KGZ
2016,Osh (city),,Non-communicable disease: Diabetes,KG21,8.967001,KGZ
2017,Osh (city),,Non-communicable disease: Diabetes,KG21,11.913104,KGZ
2018,Osh (city),,Non-communicable disease: Diabetes,KG21,9.520571,KGZ
2019,Osh (city),,Non-communicable disease: Diabetes,KG21,9.477124,KGZ
2020,Osh (city),,Non-communicable disease: Diabetes,KG21,13.9,KGZ
2021,Osh (city),,Non-communicable disease: Diabetes,KG21,9.5,KGZ
2007,Osh (city),Male,Non-communicable disease: Diabetes,KG21,8.136697,KGZ
2008,Osh (city),Male,Non-communicable disease: Diabetes,KG21,8.906883,KGZ
2009,Osh (city),Male,Non-communicable disease: Diabetes,KG21,3.220612,KGZ
2010,Osh (city),Male,Non-communicable disease: Diabetes,KG21,4.045307,KGZ
2011,Osh (city),Male,Non-communicable disease: Diabetes,KG21,5.709625,KGZ
2012,Osh (city),Male,Non-communicable disease: Diabetes,KG21,4.846527,KGZ
2013,Osh (city),Male,Non-communicable disease: Diabetes,KG21,5.542359,KGZ
2014,Osh (city),Male,Non-communicable disease: Diabetes,KG21,5.430566,KGZ
2015,Osh (city),Male,Non-communicable disease: Diabetes,KG21,3.799392,KGZ
2016,Osh (city),Male,Non-communicable disease: Diabetes,KG21,5.200594,KGZ
2017,Osh (city),Male,Non-communicable disease: Diabetes,KG21,8.701958,KGZ
2018,Osh (city),Male,Non-communicable disease: Diabetes,KG21,11.235955,KGZ
2019,Osh (city),Male,Non-communicable disease: Diabetes,KG21,10.114633,KGZ
2020,Osh (city),Male,Non-communicable disease: Diabetes,KG21,13.0,KGZ
2021,Osh (city),Male,Non-communicable disease: Diabetes,KG21,5.0,KGZ
2007,Osh (city),Female,Non-communicable disease: Diabetes,KG21,10.494753,KGZ
2008,Osh (city),Female,Non-communicable disease: Diabetes,KG21,14.179104,KGZ
2009,Osh (city),Female,Non-communicable disease: Diabetes,KG21,8.184524,KGZ
2010,Osh (city),Female,Non-communicable disease: Diabetes,KG21,8.215086,KGZ
2011,Osh (city),Female,Non-communicable disease: Diabetes,KG21,11.261261,KGZ
2012,Osh (city),Female,Non-communicable disease: Diabetes,KG21,5.956813,KGZ
2013,Osh (city),Female,Non-communicable disease: Diabetes,KG21,20.512821,KGZ
2014,Osh (city),Female,Non-communicable disease: Diabetes,KG21,10.086455,KGZ
2015,Osh (city),Female,Non-communicable disease: Diabetes,KG21,8.486563,KGZ
2016,Osh (city),Female,Non-communicable disease: Diabetes,KG21,12.482663,KGZ
2017,Osh (city),Female,Non-communicable disease: Diabetes,KG21,14.915254,KGZ
2018,Osh (city),Female,Non-communicable disease: Diabetes,KG21,7.910349,KGZ
2019,Osh (city),Female,Non-communicable disease: Diabetes,KG21,8.877616,KGZ
2020,Osh (city),Female,Non-communicable disease: Diabetes,KG21,14.7,KGZ
2021,Osh (city),Female,Non-communicable disease: Diabetes,KG21,13.7,KGZ
2007,,,Non-communicable disease: Chronic respiratory disease,,39.651507,KGZ
2008,,,Non-communicable disease: Chronic respiratory disease,,38.50565,KGZ
2009,,,Non-communicable disease: Chronic respiratory disease,,32.675125,KGZ
2010,,,Non-communicable disease: Chronic respiratory disease,,30.4,KGZ
2011,,,Non-communicable disease: Chronic respiratory disease,,27.073096,KGZ
2012,,,Non-communicable disease: Chronic respiratory disease,,26.054391,KGZ
2013,,,Non-communicable disease: Chronic respiratory disease,,21.2,KGZ
2014,,,Non-communicable disease: Chronic respiratory disease,,21.6,KGZ
2015,,,Non-communicable disease: Chronic respiratory disease,,18.9,KGZ
2016,,,Non-communicable disease: Chronic respiratory disease,,19.0,KGZ
2017,,,Non-communicable disease: Chronic respiratory disease,,17.6,KGZ
2018,,,Non-communicable disease: Chronic respiratory disease,,16.3,KGZ
2019,,,Non-communicable disease: Chronic respiratory disease,,16.4,KGZ
2020,,,Non-communicable disease: Chronic respiratory disease,,17.2,KGZ
2021,,,Non-communicable disease: Chronic respiratory disease,,14.2,KGZ
2007,,Male,Non-communicable disease: Chronic respiratory disease,,47.17562,KGZ
2008,,Male,Non-communicable disease: Chronic respiratory disease,,45.319408,KGZ
2009,,Male,Non-communicable disease: Chronic respiratory disease,,38.205292,KGZ
2010,,Male,Non-communicable disease: Chronic respiratory disease,,35.475234,KGZ
2011,,Male,Non-communicable disease: Chronic respiratory disease,,31.255739,KGZ
2012,,Male,Non-communicable disease: Chronic respiratory disease,,30.863083,KGZ
2013,,Male,Non-communicable disease: Chronic respiratory disease,,25.038017,KGZ
2014,,Male,Non-communicable disease: Chronic respiratory disease,,25.565525,KGZ
2015,,Male,Non-communicable disease: Chronic respiratory disease,,21.703008,KGZ
2016,,Male,Non-communicable disease: Chronic respiratory disease,,21.648903,KGZ
2017,,Male,Non-communicable disease: Chronic respiratory disease,,21.352777,KGZ
2018,,Male,Non-communicable disease: Chronic respiratory disease,,19.421501,KGZ
2019,,Male,Non-communicable disease: Chronic respiratory disease,,19.478087,KGZ
2020,,Male,Non-communicable disease: Chronic respiratory disease,,19.6,KGZ
2021,,Male,Non-communicable disease: Chronic respiratory disease,,17.3,KGZ
2007,,Female,Non-communicable disease: Chronic respiratory disease,,32.32694,KGZ
2008,,Female,Non-communicable disease: Chronic respiratory disease,,31.872658,KGZ
2009,,Female,Non-communicable disease: Chronic respiratory disease,,27.286731,KGZ
2010,,Female,Non-communicable disease: Chronic respiratory disease,,25.519266,KGZ
2011,,Female,Non-communicable disease: Chronic respiratory disease,,22.994269,KGZ
2012,,Female,Non-communicable disease: Chronic respiratory disease,,21.359086,KGZ
2013,,Female,Non-communicable disease: Chronic respiratory disease,,17.357029,KGZ
2014,,Female,Non-communicable disease: Chronic respiratory disease,,17.768133,KGZ
2015,,Female,Non-communicable disease: Chronic respiratory disease,,16.221786,KGZ
