Year,UNIT_MEASURE,Sex,Area,SERIES,Regions,Value,M49_country_code,Reference area,GeoCode
2019,Percent,,urban,3.2 US dollars per day (based on PPP),Akmola,0.4,KAZ,,
2019,Percent,,urban,3.2 US dollars per day (based on PPP),Karagandy,0.5,KAZ,,
2019,Percent,,urban,3.2 US dollars per day (based on PPP),Kostanay,0.4,KAZ,,
2019,Percent,,urban,3.2 US dollars per day (based on PPP),Turkistan,0.5,KAZ,,
2019,Percent,,urban,3.2 US dollars per day (based on PPP),Almaty city,0.0,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Akmola,5.3,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Aktobe,2.8,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Almaty,1.8,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Atyrau,0.8,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Batys Kazakhstan,4.4,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Zhambyl,5.0,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Karagandy,3.4,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Kostanay,3.6,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Kyzylorda,9.2,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Mangistau,0.4,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Pavlodar,5.7,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,6.6,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Turkistan,11.4,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,3.9,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Nur-Sultan city,0.6,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Almaty city,2.4,KAZ,,
2019,Percent,,urban,5.5 US dollars per day (based on PPP),Shymkent city,4.3,KAZ,,
2019,Percent,,rural,1.9 US dollars per day (based on PPP),Akmola,0.1,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Akmola,0.9,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Aktobe,0.7,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Almaty,0.2,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Zhambyl,0.5,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Karagandy,0.2,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Kostanay,0.4,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Kyzylorda,0.4,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Pavlodar,0.5,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Soltustik Kazakhstan,0.9,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Turkistan,0.1,KAZ,,
2019,Percent,,rural,3.2 US dollars per day (based on PPP),Shygys Kazakhstan,1.5,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Akmola,7.0,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Aktobe,8.6,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Almaty,3.3,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Atyrau,5.9,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Batys Kazakhstan,10.4,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Zhambyl,12.6,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Karagandy,5.9,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Kostanay,8.9,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Kyzylorda,11.3,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Mangistau,6.7,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Pavlodar,7.8,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Soltustik Kazakhstan,10.3,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Turkistan,16.2,KAZ,,
2019,Percent,,rural,5.5 US dollars per day (based on PPP),Shygys Kazakhstan,14.5,KAZ,,
2020,Percent,,,3.2 US dollars per day (based on PPP),,0.0,KAZ,,
2020,Percent,,,5.5 US dollars per day (based on PPP),,0.8,KAZ,,
2020,Percent,Male,,3.2 US dollars per day (based on PPP),,0.0,KAZ,,
2020,Percent,Male,,5.5 US dollars per day (based on PPP),,0.8,KAZ,,
2007,,,,,,0.13,KGZ,,
2008,,,,,,0.09,KGZ,,
2009,,,,,,0.29,KGZ,,
2010,,,,,,0.28,KGZ,,
2011,,,,,,0.01,KGZ,,
2012,,,,,,0.28,KGZ,,
2013,,,,,,0.34,KGZ,,
2014,,,,,,0.07,KGZ,,
2015,,,,,,0.06,KGZ,,
2016,,,,,,0.21,KGZ,,
2017,,,,,,0.31,KGZ,,
2018,,,,,,0.28,KGZ,,
2019,,,,,,0.0,KGZ,,
2020,,,,,,0.02,KGZ,,
2007,,,,,,0.0,KGZ,Batken,KG05
2008,,,,,,0.27,KGZ,Batken,KG05
2009,,,,,,0.0,KGZ,Batken,KG05
2010,,,,,,0.21,KGZ,Batken,KG05
2011,,,,,,0.0,KGZ,Batken,KG05
2012,,,,,,0.0,KGZ,Batken,KG05
2013,,,,,,0.0,KGZ,Batken,KG05
2014,,,,,,0.0,KGZ,Batken,KG05
2015,,,,,,0.34,KGZ,Batken,KG05
2016,,,,,,0.32,KGZ,Batken,KG05
2017,,,,,,1.08,KGZ,Batken,KG05
2018,,,,,,0.45,KGZ,Batken,KG05
2019,,,,,,0.0,KGZ,Batken,KG05
2020,,,,,,0.0,KGZ,Batken,KG05
2007,,,,,,0.2,KGZ,Jalal-Abad,KG03
2008,,,,,,0.0,KGZ,Jalal-Abad,KG03
2009,,,,,,0.0,KGZ,Jalal-Abad,KG03
2010,,,,,,0.22,KGZ,Jalal-Abad,KG03
2011,,,,,,0.0,KGZ,Jalal-Abad,KG03
2012,,,,,,0.61,KGZ,Jalal-Abad,KG03
2013,,,,,,0.0,KGZ,Jalal-Abad,KG03
2014,,,,,,0.0,KGZ,Jalal-Abad,KG03
2015,,,,,,0.0,KGZ,Jalal-Abad,KG03
2016,,,,,,0.0,KGZ,Jalal-Abad,KG03
2017,,,,,,0.0,KGZ,Jalal-Abad,KG03
2018,,,,,,0.0,KGZ,Jalal-Abad,KG03
2019,,,,,,0.0,KGZ,Jalal-Abad,KG03
2020,,,,,,0.0,KGZ,Jalal-Abad,KG03
2007,,,,,,0.05,KGZ,Issyk-Kul,KG02
2008,,,,,,0.34,KGZ,Issyk-Kul,KG02
2009,,,,,,0.58,KGZ,Issyk-Kul,KG02
2010,,,,,,0.11,KGZ,Issyk-Kul,KG02
2011,,,,,,0.0,KGZ,Issyk-Kul,KG02
2012,,,,,,0.0,KGZ,Issyk-Kul,KG02
2013,,,,,,0.0,KGZ,Issyk-Kul,KG02
2014,,,,,,0.0,KGZ,Issyk-Kul,KG02
2015,,,,,,0.0,KGZ,Issyk-Kul,KG02
2016,,,,,,0.0,KGZ,Issyk-Kul,KG02
2017,,,,,,0.0,KGZ,Issyk-Kul,KG02
2018,,,,,,0.89,KGZ,Issyk-Kul,KG02
2019,,,,,,0.0,KGZ,Issyk-Kul,KG02
2020,,,,,,0.0,KGZ,Issyk-Kul,KG02
2007,,,,,,0.13,KGZ,Naryn,KG04
2008,,,,,,0.63,KGZ,Naryn,KG04
2009,,,,,,0.03,KGZ,Naryn,KG04
2010,,,,,,3.46,KGZ,Naryn,KG04
2011,,,,,,0.31,KGZ,Naryn,KG04
2012,,,,,,0.0,KGZ,Naryn,KG04
2013,,,,,,0.84,KGZ,Naryn,KG04
2014,,,,,,0.2,KGZ,Naryn,KG04
2015,,,,,,0.74,KGZ,Naryn,KG04
2016,,,,,,0.7,KGZ,Naryn,KG04
2017,,,,,,0.66,KGZ,Naryn,KG04
2018,,,,,,1.7,KGZ,Naryn,KG04
2019,,,,,,0.0,KGZ,Naryn,KG04
2020,,,,,,0.54,KGZ,Naryn,KG04
2007,,,,,,0.33,KGZ,Osh,KG06
2008,,,,,,0.03,KGZ,Osh,KG06
2009,,,,,,0.0,KGZ,Osh,KG06
2010,,,,,,0.09,KGZ,Osh,KG06
2011,,,,,,0.0,KGZ,Osh,KG06
2012,,,,,,0.0,KGZ,Osh,KG06
2013,,,,,,0.0,KGZ,Osh,KG06
2014,,,,,,0.0,KGZ,Osh,KG06
2015,,,,,,0.0,KGZ,Osh,KG06
2016,,,,,,0.0,KGZ,Osh,KG06
2017,,,,,,0.0,KGZ,Osh,KG06
2018,,,,,,0.0,KGZ,Osh,KG06
2019,,,,,,0.0,KGZ,Osh,KG06
2020,,,,,,0.0,KGZ,Osh,KG06
2007,,,,,,0.0,KGZ,Talas,KG07
2008,,,,,,0.0,KGZ,Talas,KG07
2009,,,,,,0.0,KGZ,Talas,KG07
2010,,,,,,0.0,KGZ,Talas,KG07
2011,,,,,,0.0,KGZ,Talas,KG07
2012,,,,,,0.0,KGZ,Talas,KG07
2013,,,,,,0.0,KGZ,Talas,KG07
2014,,,,,,0.0,KGZ,Talas,KG07
2015,,,,,,0.0,KGZ,Talas,KG07
2016,,,,,,0.0,KGZ,Talas,KG07
2017,,,,,,0.0,KGZ,Talas,KG07
2018,,,,,,0.0,KGZ,Talas,KG07
2019,,,,,,0.0,KGZ,Talas,KG07
2020,,,,,,0.0,KGZ,Talas,KG07
2007,,,,,,0.0,KGZ,Chui,KG08
2008,,,,,,0.0,KGZ,Chui,KG08
2009,,,,,,1.35,KGZ,Chui,KG08
2010,,,,,,0.16,KGZ,Chui,KG08
2011,,,,,,0.0,KGZ,Chui,KG08
2012,,,,,,1.09,KGZ,Chui,KG08
2013,,,,,,0.36,KGZ,Chui,KG08
2014,,,,,,0.42,KGZ,Chui,KG08
2015,,,,,,0.0,KGZ,Chui,KG08
2016,,,,,,1.01,KGZ,Chui,KG08
2017,,,,,,1.27,KGZ,Chui,KG08
2018,,,,,,0.32,KGZ,Chui,KG08
2019,,,,,,0.0,KGZ,Chui,KG08
2020,,,,,,0.0,KGZ,Chui,KG08
2007,,,,,,0.0,KGZ,Bishkek (city),KG11
2008,,,,,,0.02,KGZ,Bishkek (city),KG11
2009,,,,,,0.27,KGZ,Bishkek (city),KG11
2010,,,,,,0.0,KGZ,Bishkek (city),KG11
2011,,,,,,0.0,KGZ,Bishkek (city),KG11
2012,,,,,,0.03,KGZ,Bishkek (city),KG11
2013,,,,,,1.55,KGZ,Bishkek (city),KG11
2014,,,,,,0.0,KGZ,Bishkek (city),KG11
2015,,,,,,0.0,KGZ,Bishkek (city),KG11
2016,,,,,,0.0,KGZ,Bishkek (city),KG11
2017,,,,,,0.0,KGZ,Bishkek (city),KG11
2018,,,,,,0.33,KGZ,Bishkek (city),KG11
2019,,,,,,0.0,KGZ,Bishkek (city),KG11
2020,,,,,,0.0,KGZ,Bishkek (city),KG11
2012,,,,,,0.0,KGZ,Osh (city),KG21
2013,,,,,,0.0,KGZ,Osh (city),KG21
2014,,,,,,0.0,KGZ,Osh (city),KG21
2015,,,,,,0.0,KGZ,Osh (city),KG21
2016,,,,,,0.0,KGZ,Osh (city),KG21
2017,,,,,,0.0,KGZ,Osh (city),KG21
2018,,,,,,0.0,KGZ,Osh (city),KG21
2019,,,,,,0.0,KGZ,Osh (city),KG21
2020,,,,,,0.0,KGZ,Osh (city),KG21
