Year,UNIT_MEASURE,Sex,Value,M49_country_code,Reference area,COMPOSITE_BREAKDOWN,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2017.0,,Male,68.593615,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2018.0,,Male,66.947368,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2019.0,,Male,63.74257,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2020.0,,Male,67.3,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2021.0,,Male,62.7,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2007.0,,Female,80.210238,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2008.0,,Female,79.125338,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2009.0,,Female,71.952032,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2010.0,,Female,76.990376,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2011.0,,Female,68.690784,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2012.0,,Female,62.539615,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2013.0,,Female,68.609217,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2014.0,,Female,72.150364,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2015.0,,Female,76.557864,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2016.0,,Female,67.583269,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2017.0,,Female,69.560273,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2018.0,,Female,71.335927,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2019.0,,Female,64.592003,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2020.0,,Female,70.2,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2021.0,,Female,60.2,KGZ,Bishkek (city),Non-communicable disease: Cancer,KG11,,,,,
2007.0,,,46.8,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2008.0,,,50.5,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2009.0,,,50.3,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2010.0,,,46.2,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2011.0,,,58.2,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2012.0,,,50.4,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2013.0,,,64.7,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2014.0,,,52.3,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2015.0,,,51.3,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2016.0,,,54.9,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2017.0,,,53.3,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2018.0,,,65.283917,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2019.0,,,58.823529,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2020.0,,,52.0,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2021.0,,,54.9,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2007.0,,Male,50.447518,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2008.0,,Male,61.538462,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2009.0,,Male,61.191626,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2010.0,,Male,54.20712,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2011.0,,Male,70.96248,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2012.0,,Male,56.542811,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2013.0,,Male,67.300079,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2014.0,,Male,48.875097,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2015.0,,Male,50.911854,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2016.0,,Male,64.635958,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2017.0,,Male,44.234953,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2018.0,,Male,73.033708,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2019.0,,Male,55.967633,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2020.0,,Male,52.6,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2021.0,,Male,54.5,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2007.0,,Female,43.478261,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2008.0,,Female,40.298507,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2009.0,,Female,40.178571,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2010.0,,Female,38.834951,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2011.0,,Female,46.546547,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2012.0,,Female,44.676098,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2013.0,,Female,62.271062,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2014.0,,Female,55.475504,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2015.0,,Female,51.626591,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2016.0,,Female,45.769764,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2017.0,,Female,61.694915,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2018.0,,Female,58.009229,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2019.0,,Female,61.509195,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2020.0,,Female,51.4,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2021.0,,Female,55.2,KGZ,Osh (city),Non-communicable disease: Cancer,KG21,,,,,
2007.0,,,6.890137,KGZ,,Non-communicable disease: Diabetes,,,,,,
2008.0,,,6.843778,KGZ,,Non-communicable disease: Diabetes,,,,,,
2009.0,,,6.222949,KGZ,,Non-communicable disease: Diabetes,,,,,,
2010.0,,,5.7,KGZ,,Non-communicable disease: Diabetes,,,,,,
2011.0,,,5.802673,KGZ,,Non-communicable disease: Diabetes,,,,,,
2012.0,,,5.332144,KGZ,,Non-communicable disease: Diabetes,,,,,,
2013.0,,,6.9,KGZ,,Non-communicable disease: Diabetes,,,,,,
2014.0,,,7.2,KGZ,,Non-communicable disease: Diabetes,,,,,,
2015.0,,,6.0,KGZ,,Non-communicable disease: Diabetes,,,,,,
2016.0,,,6.7,KGZ,,Non-communicable disease: Diabetes,,,,,,
2017.0,,,6.8,KGZ,,Non-communicable disease: Diabetes,,,,,,
2018.0,,,7.3,KGZ,,Non-communicable disease: Diabetes,,,,,,
2019.0,,,7.0,KGZ,,Non-communicable disease: Diabetes,,,,,,
2020.0,,,9.8,KGZ,,Non-communicable disease: Diabetes,,,,,,
2021.0,,,7.1,KGZ,,Non-communicable disease: Diabetes,,,,,,
2007.0,,Male,6.464522,KGZ,,Non-communicable disease: Diabetes,,,,,,
2008.0,,Male,5.869797,KGZ,,Non-communicable disease: Diabetes,,,,,,
2009.0,,Male,5.420258,KGZ,,Non-communicable disease: Diabetes,,,,,,
2010.0,,Male,4.945709,KGZ,,Non-communicable disease: Diabetes,,,,,,
2011.0,,Male,5.141955,KGZ,,Non-communicable disease: Diabetes,,,,,,
2012.0,,Male,5.053604,KGZ,,Non-communicable disease: Diabetes,,,,,,
2013.0,,Male,5.658309,KGZ,,Non-communicable disease: Diabetes,,,,,,
2014.0,,Male,6.720477,KGZ,,Non-communicable disease: Diabetes,,,,,,
2015.0,,Male,5.188375,KGZ,,Non-communicable disease: Diabetes,,,,,,
2016.0,,Male,5.412226,KGZ,,Non-communicable disease: Diabetes,,,,,,
2017.0,,Male,6.184493,KGZ,,Non-communicable disease: Diabetes,,,,,,
2018.0,,Male,6.378161,KGZ,,Non-communicable disease: Diabetes,,,,,,
2019.0,,Male,6.461481,KGZ,,Non-communicable disease: Diabetes,,,,,,
2020.0,,Male,9.0,KGZ,,Non-communicable disease: Diabetes,,,,,,
2021.0,,Male,5.8,KGZ,,Non-communicable disease: Diabetes,,,,,,
2007.0,,Female,7.304465,KGZ,,Non-communicable disease: Diabetes,,,,,,
2008.0,,Female,7.791919,KGZ,,Non-communicable disease: Diabetes,,,,,,
2009.0,,Female,7.005061,KGZ,,Non-communicable disease: Diabetes,,,,,,
2010.0,,Female,6.416066,KGZ,,Non-communicable disease: Diabetes,,,,,,
2011.0,,Female,6.446991,KGZ,,Non-communicable disease: Diabetes,,,,,,
2012.0,,Female,5.604117,KGZ,,Non-communicable disease: Diabetes,,,,,,
2013.0,,Female,8.090727,KGZ,,Non-communicable disease: Diabetes,,,,,,
2014.0,,Female,7.595538,KGZ,,Non-communicable disease: Diabetes,,,,,,
2015.0,,Female,6.847721,KGZ,,Non-communicable disease: Diabetes,,,,,,
2016.0,,Female,7.985398,KGZ,,Non-communicable disease: Diabetes,,,,,,
2017.0,,Female,7.388926,KGZ,,Non-communicable disease: Diabetes,,,,,,
2018.0,,Female,8.251239,KGZ,,Non-communicable disease: Diabetes,,,,,,
2019.0,,Female,7.623966,KGZ,,Non-communicable disease: Diabetes,,,,,,
2020.0,,Female,10.7,KGZ,,Non-communicable disease: Diabetes,,,,,,
2021.0,,Female,8.3,KGZ,,Non-communicable disease: Diabetes,,,,,,
2007.0,,,8.072175,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2008.0,,,5.651048,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2009.0,,,4.64684,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2010.0,,,4.115226,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2011.0,,,3.146775,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2012.0,,,5.509035,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2013.0,,,4.522938,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2014.0,,,5.892256,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2015.0,,,6.165228,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2016.0,,,7.026701,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2017.0,,,6.096362,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2018.0,,,5.390836,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2019.0,,,7.341867,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2020.0,,,8.3,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2021.0,,,10.8,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2007.0,,Male,7.940215,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2008.0,,Male,2.777778,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2009.0,,Male,3.652968,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2010.0,,Male,1.349528,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2011.0,,Male,3.542958,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2012.0,,Male,6.076389,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2013.0,,Male,5.086901,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2014.0,,Male,7.036424,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2015.0,,Male,6.464646,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2016.0,,Male,7.498027,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2017.0,,Male,5.795981,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2018.0,,Male,6.049149,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2019.0,,Male,8.130081,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2020.0,,Male,9.0,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2021.0,,Male,6.4,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2007.0,,Female,8.208595,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2008.0,,Female,8.62482,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2009.0,,Female,5.676443,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2010.0,,Female,6.973501,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2011.0,,Female,2.738476,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2012.0,,Female,4.923903,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2013.0,,Female,3.940455,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2014.0,,Female,4.708904,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2015.0,,Female,5.855291,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2016.0,,Female,6.538619,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2017.0,,Female,6.407689,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2018.0,,Female,4.707729,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2019.0,,Female,6.523408,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2020.0,,Female,7.5,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2021.0,,Female,15.5,KGZ,Batken,Non-communicable disease: Diabetes,KG05,,,,,
2007.0,,,6.578947,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2008.0,,,9.104552,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2009.0,,,8.374384,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2010.0,,,7.670648,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2011.0,,,7.939545,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2012.0,,,7.602065,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2013.0,,,9.558824,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2014.0,,,10.622974,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2015.0,,,8.991537,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2016.0,,,8.552177,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2017.0,,,8.815801,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2018.0,,,10.39501,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2019.0,,,10.43535,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2020.0,,,16.0,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2021.0,,,13.1,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2007.0,,Male,6.881198,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2008.0,,Male,8.8,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2009.0,,Male,7.678677,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2010.0,,Male,6.789525,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2011.0,,Male,8.024455,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2012.0,,Male,7.494847,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2013.0,,Male,6.601871,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2014.0,,Male,9.872554,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2015.0,,Male,8.428446,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2016.0,,Male,6.017882,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2017.0,,Male,7.418648,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2018.0,,Male,7.439246,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2019.0,,Male,8.587168,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2020.0,,Male,15.6,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2021.0,,Male,10.0,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2007.0,,Female,6.276574,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2008.0,,Female,9.409409,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2009.0,,Female,9.071189,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2010.0,,Female,8.553655,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2011.0,,Female,7.854406,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2012.0,,Female,7.709665,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2013.0,,Female,12.529943,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2014.0,,Female,11.378003,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2015.0,,Female,9.559214,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2016.0,,Female,11.111111,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2017.0,,Female,10.228435,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2018.0,,Female,13.386881,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2019.0,,Female,12.307187,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2020.0,,Female,16.4,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2021.0,,Female,16.3,KGZ,Jalal-Abad,Non-communicable disease: Diabetes,KG03,,,,,
2007.0,,,10.366275,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2008.0,,,6.186984,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2009.0,,,8.191126,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2010.0,,,8.128246,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2011.0,,,6.946,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2012.0,,,6.434435,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2013.0,,,8.991228,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2014.0,,,8.889853,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2015.0,,,6.20985,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2016.0,,,6.970849,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2017.0,,,10.418837,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2018.0,,,13.157895,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2019.0,,,9.129641,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2020.0,,,14.6,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2021.0,,,6.9,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2007.0,,Male,8.882655,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2008.0,,Male,4.180214,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2009.0,,Male,8.743672,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2010.0,,Male,7.29927,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2011.0,,Male,5.424955,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2012.0,,Male,6.711409,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2013.0,,Male,7.954043,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2014.0,,Male,7.860262,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2015.0,,Male,4.741379,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2016.0,,Male,5.947324,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2017.0,,Male,12.981575,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2018.0,,Male,11.147812,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2019.0,,Male,7.739308,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2020.0,,Male,13.3,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2021.0,,Male,5.2,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2007.0,,Female,11.807448,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2008.0,,Female,8.141113,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2009.0,,Female,7.650765,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2010.0,,Female,8.940545,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2011.0,,Female,8.440693,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2012.0,,Female,6.161972,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2013.0,,Female,10.013061,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2014.0,,Female,9.905254,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2015.0,,Female,7.659574,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2016.0,,Female,7.983193,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2017.0,,Female,7.880547,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2018.0,,Female,15.151515,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2019.0,,Female,10.509297,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2020.0,,Female,16.0,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2021.0,,Female,8.7,KGZ,Issyk-Kul,Non-communicable disease: Diabetes,KG02,,,,,
2007.0,,,5.445352,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2008.0,,,3.889537,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2009.0,,,6.581494,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2010.0,,,4.219409,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2011.0,,,6.069803,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2012.0,,,3.752345,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2013.0,,,3.707824,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2014.0,,,6.959707,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2015.0,,,4.708439,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2016.0,,,5.010737,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2017.0,,,3.893805,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2018.0,,,7.358094,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2019.0,,,7.63094,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2020.0,,,9.6,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2021.0,,,7.5,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2007.0,,Male,5.39707,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2008.0,,Male,3.079292,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2009.0,,Male,4.594181,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2010.0,,Male,1.515152,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2011.0,,Male,5.988024,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2012.0,,Male,1.47929,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2013.0,,Male,3.652301,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2014.0,,Male,7.220217,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2015.0,,Male,4.282655,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2016.0,,Male,7.052186,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2017.0,,Male,2.089136,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2018.0,,Male,5.509642,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2019.0,,Male,5.453306,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2020.0,,Male,8.1,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2021.0,,Male,10.7,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2007.0,,Female,5.494505,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2008.0,,Female,4.716981,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2009.0,,Female,8.613939,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2010.0,,Female,6.993007,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2011.0,,Female,6.153846,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2012.0,,Female,6.092917,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2013.0,,Female,3.76506,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2014.0,,Female,6.69145,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2015.0,,Female,5.147059,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2016.0,,Female,2.906977,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2017.0,,Female,5.759539,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2018.0,,Female,9.272468,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2019.0,,Female,9.887006,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2020.0,,Female,11.2,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2021.0,,Female,4.2,KGZ,Naryn,Non-communicable disease: Diabetes,KG04,,,,,
2007.0,,,6.482682,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2008.0,,,5.398481,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2009.0,,,5.588103,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
2010.0,,,5.158307,KGZ,Osh,Non-communicable disease: Diabetes,KG06,,,,,
