Year,UNIT_MEASURE,Regions,Sex,Area,Age,Value,M49_country_code,Degree of urbanisation,Economic activity
2019,Percent,Mangistau,,,55-64,2.5,KAZ,,
2019,Percent,Pavlodar,,,16-24,1.7,KAZ,,
2019,Percent,Pavlodar,,,25-28,0.9,KAZ,,
2019,Percent,Pavlodar,,,29-34,1.2,KAZ,,
2019,Percent,Pavlodar,,,35-44,1.5,KAZ,,
2019,Percent,Pavlodar,,,45-54,1.5,KAZ,,
2019,Percent,Pavlodar,,,55-64,1.9,KAZ,,
2019,Percent,Soltustik Kazakhstan,,,16-24,0.7,KAZ,,
2019,Percent,Soltustik Kazakhstan,,,25-28,1.1,KAZ,,
2019,Percent,Soltustik Kazakhstan,,,29-34,0.3,KAZ,,
2019,Percent,Soltustik Kazakhstan,,,35-44,0.8,KAZ,,
2019,Percent,Soltustik Kazakhstan,,,45-54,0.5,KAZ,,
2019,Percent,Soltustik Kazakhstan,,,55-64,0.7,KAZ,,
2019,Percent,Soltustik Kazakhstan,,,65 and older,1.2,KAZ,,
2019,Percent,Turkistan,,,16-24,2.7,KAZ,,
2019,Percent,Turkistan,,,25-28,2.1,KAZ,,
2019,Percent,Turkistan,,,29-34,2.4,KAZ,,
2019,Percent,Turkistan,,,35-44,2.7,KAZ,,
2019,Percent,Turkistan,,,45-54,3.2,KAZ,,
2019,Percent,Turkistan,,,55-64,3.6,KAZ,,
2019,Percent,Turkistan,,,65 and older,7.7,KAZ,,
2019,Percent,Shygys Kazakhstan,,,16-24,4.2,KAZ,,
2019,Percent,Shygys Kazakhstan,,,25-28,2.4,KAZ,,
2019,Percent,Shygys Kazakhstan,,,29-34,2.6,KAZ,,
2019,Percent,Shygys Kazakhstan,,,35-44,2.9,KAZ,,
2019,Percent,Shygys Kazakhstan,,,45-54,3.8,KAZ,,
2019,Percent,Shygys Kazakhstan,,,55-64,4.0,KAZ,,
2019,Percent,Shygys Kazakhstan,,,65 and older,13.6,KAZ,,
2019,Percent,Nur-Sultan city,,,35-44,0.3,KAZ,,
2019,Percent,Nur-Sultan city,,,45-54,0.2,KAZ,,
2019,Percent,Almaty city,,,16-24,0.5,KAZ,,
2019,Percent,Almaty city,,,25-28,0.4,KAZ,,
2019,Percent,Almaty city,,,29-34,0.5,KAZ,,
2019,Percent,Almaty city,,,35-44,0.5,KAZ,,
2019,Percent,Almaty city,,,45-54,0.4,KAZ,,
2019,Percent,Almaty city,,,55-64,0.9,KAZ,,
2019,Percent,Almaty city,,,65 and older,2.4,KAZ,,
2019,Percent,Shymkent city,,,16-24,0.9,KAZ,,
2019,Percent,Shymkent city,,,25-28,1.0,KAZ,,
2019,Percent,Shymkent city,,,29-34,1.3,KAZ,,
2019,Percent,Shymkent city,,,35-44,0.5,KAZ,,
2019,Percent,Shymkent city,,,45-54,0.6,KAZ,,
2019,Percent,Shymkent city,,,55-64,0.4,KAZ,,
2020,Percent,,,,,2.3,KAZ,,
2020,Percent,Akmola,,,,4.2,KAZ,,
2020,Percent,Aktobe,,,,1.6,KAZ,,
2020,Percent,Almaty,,,,3.7,KAZ,,
2020,Percent,Atyrau,,,,0.5,KAZ,,
2020,Percent,Batys Kazakhstan,,,,2.9,KAZ,,
2020,Percent,Zhambyl,,,,1.4,KAZ,,
2020,Percent,Karagandy,,,,3.0,KAZ,,
2020,Percent,Kostanay,,,,4.6,KAZ,,
2020,Percent,Kyzylorda,,,,3.6,KAZ,,
2020,Percent,Mangistau,,,,1.1,KAZ,,
2020,Percent,Pavlodar,,,,1.5,KAZ,,
2020,Percent,Soltustik Kazakhstan,,,,1.2,KAZ,,
2020,Percent,Turkistan,,,,2.7,KAZ,,
2020,Percent,Shygys Kazakhstan,,,,3.0,KAZ,,
2020,Percent,Nur-Sultan city,,,,0.5,KAZ,,
2020,Percent,Almaty city,,,,0.9,KAZ,,
2020,Percent,Shymkent city,,,,0.8,KAZ,,
2020,Percent,,Male,,,2.5,KAZ,,
2020,Percent,Akmola,Male,,,3.9,KAZ,,
2020,Percent,Aktobe,Male,,,1.7,KAZ,,
2020,Percent,Almaty,Male,,,4.0,KAZ,,
2020,Percent,Atyrau,Male,,,0.5,KAZ,,
2020,Percent,Batys Kazakhstan,Male,,,3.0,KAZ,,
2020,Percent,Zhambyl,Male,,,1.5,KAZ,,
2020,Percent,Karagandy,Male,,,3.6,KAZ,,
2020,Percent,Kostanay,Male,,,3.9,KAZ,,
2020,Percent,Kyzylorda,Male,,,4.7,KAZ,,
2020,Percent,Mangistau,Male,,,0.6,KAZ,,
2020,Percent,Pavlodar,Male,,,1.6,KAZ,,
2020,Percent,Soltustik Kazakhstan,Male,,,1.2,KAZ,,
2020,Percent,Turkistan,Male,,,3.4,KAZ,,
2020,Percent,Shygys Kazakhstan,Male,,,3.0,KAZ,,
2020,Percent,Nur-Sultan city,Male,,,0.7,KAZ,,
2020,Percent,Almaty city,Male,,,0.9,KAZ,,
2020,Percent,Shymkent city,Male,,,0.9,KAZ,,
2020,Percent,,Female,,,2.1,KAZ,,
2020,Percent,Akmola,Female,,,4.5,KAZ,,
2020,Percent,Aktobe,Female,,,1.5,KAZ,,
2020,Percent,Almaty,Female,,,3.4,KAZ,,
2020,Percent,Atyrau,Female,,,0.4,KAZ,,
2020,Percent,Batys Kazakhstan,Female,,,2.8,KAZ,,
2020,Percent,Zhambyl,Female,,,1.3,KAZ,,
2020,Percent,Karagandy,Female,,,2.3,KAZ,,
2020,Percent,Kostanay,Female,,,5.4,KAZ,,
2020,Percent,Kyzylorda,Female,,,2.4,KAZ,,
2020,Percent,Mangistau,Female,,,1.8,KAZ,,
2020,Percent,Pavlodar,Female,,,1.3,KAZ,,
2020,Percent,Soltustik Kazakhstan,Female,,,1.3,KAZ,,
2020,Percent,Turkistan,Female,,,1.9,KAZ,,
2020,Percent,Shygys Kazakhstan,Female,,,2.9,KAZ,,
2020,Percent,Nur-Sultan city,Female,,,0.2,KAZ,,
2020,Percent,Almaty city,Female,,,0.9,KAZ,,
2020,Percent,Shymkent city,Female,,,0.6,KAZ,,
2020,Percent,,,urban,,1.4,KAZ,,
2020,Percent,Akmola,,urban,,2.7,KAZ,,
2020,Percent,Aktobe,,urban,,1.6,KAZ,,
2020,Percent,Almaty,,urban,,3.6,KAZ,,
2020,Percent,Atyrau,,urban,,0.2,KAZ,,
2020,Percent,Batys Kazakhstan,,urban,,1.2,KAZ,,
2020,Percent,Zhambyl,,urban,,1.6,KAZ,,
2020,Percent,Karagandy,,urban,,3.3,KAZ,,
2020,Percent,Kostanay,,urban,,2.5,KAZ,,
2020,Percent,Kyzylorda,,urban,,1.8,KAZ,,
2020,Percent,Mangistau,,urban,,0.7,KAZ,,
2020,Percent,Pavlodar,,urban,,0.5,KAZ,,
2020,Percent,Soltustik Kazakhstan,,urban,,1.7,KAZ,,
2020,Percent,Turkistan,,urban,,1.6,KAZ,,
2020,Percent,Shygys Kazakhstan,,urban,,0.8,KAZ,,
2020,Percent,Nur-Sultan city,,urban,,0.5,KAZ,,
2020,Percent,Almaty city,,urban,,0.9,KAZ,,
2020,Percent,Shymkent city,,urban,,0.8,KAZ,,
2020,Percent,,,rural,,3.5,KAZ,,
2020,Percent,Akmola,,rural,,5.5,KAZ,,
2020,Percent,Aktobe,,rural,,1.6,KAZ,,
2020,Percent,Almaty,,rural,,3.7,KAZ,,
2020,Percent,Atyrau,,rural,,0.7,KAZ,,
2020,Percent,Batys Kazakhstan,,rural,,4.6,KAZ,,
2020,Percent,Zhambyl,,rural,,1.3,KAZ,,
2020,Percent,Karagandy,,rural,,1.9,KAZ,,
2020,Percent,Kostanay,,rural,,7.5,KAZ,,
2020,Percent,Kyzylorda,,rural,,5.1,KAZ,,
2020,Percent,Mangistau,,rural,,1.4,KAZ,,
2020,Percent,Pavlodar,,rural,,3.5,KAZ,,
2020,Percent,Soltustik Kazakhstan,,rural,,0.9,KAZ,,
2020,Percent,Turkistan,,rural,,3.0,KAZ,,
2020,Percent,Shygys Kazakhstan,,rural,,6.5,KAZ,,
2020,Percent,,,,Y15,89.6,KAZ,,
2020,Percent,,,,16-24,2.6,KAZ,,
2020,Percent,,,,25-28,1.6,KAZ,,
2020,Percent,,,,29-34,1.8,KAZ,,
2020,Percent,,,,35-44,1.9,KAZ,,
2020,Percent,,,,45-54,2.5,KAZ,,
2020,Percent,,,,55-64,3.5,KAZ,,
2020,Percent,,,,65 and older,9.2,KAZ,,
2020,Percent,,,,Y15,48.5,KAZ,,
2020,Percent,Akmola,,,16-24,4.6,KAZ,,
2020,Percent,Akmola,,,25-28,2.8,KAZ,,
2020,Percent,Akmola,,,29-34,2.6,KAZ,,
2020,Percent,Akmola,,,35-44,2.8,KAZ,,
2020,Percent,Akmola,,,45-54,3.1,KAZ,,
2020,Percent,Akmola,,,55-64,7.7,KAZ,,
2020,Percent,Akmola,,,65 and older,14.3,KAZ,,
2020,Percent,Aktobe,,,16-24,0.9,KAZ,,
2020,Percent,Aktobe,,,25-28,1.5,KAZ,,
2020,Percent,Aktobe,,,29-34,1.9,KAZ,,
2020,Percent,Aktobe,,,35-44,2.2,KAZ,,
2020,Percent,Aktobe,,,45-54,1.4,KAZ,,
2020,Percent,Aktobe,,,55-64,0.4,KAZ,,
2020,Percent,Aktobe,,,65 and older,0.0,KAZ,,
2020,Percent,,,,Y15,100.0,KAZ,,
2020,Percent,Almaty,,,16-24,2.8,KAZ,,
2020,Percent,Almaty,,,25-28,2.0,KAZ,,
2020,Percent,Almaty,,,29-34,3.8,KAZ,,
2020,Percent,Almaty,,,35-44,3.2,KAZ,,
2020,Percent,Almaty,,,45-54,3.8,KAZ,,
2020,Percent,Almaty,,,55-64,7.1,KAZ,,
2020,Percent,Almaty,,,65 and older,13.9,KAZ,,
2020,Percent,Atyrau,,,16-24,0.7,KAZ,,
2020,Percent,Atyrau,,,25-28,0.7,KAZ,,
2020,Percent,Atyrau,,,29-34,0.6,KAZ,,
2020,Percent,Atyrau,,,35-44,0.3,KAZ,,
2020,Percent,Atyrau,,,45-54,0.3,KAZ,,
2020,Percent,Atyrau,,,55-64,0.3,KAZ,,
2020,Percent,Almaty,,,65 and older,0.0,KAZ,,
2020,Percent,Batys Kazakhstan,,,16-24,2.7,KAZ,,
2020,Percent,Batys Kazakhstan,,,25-28,2.8,KAZ,,
2020,Percent,Batys Kazakhstan,,,29-34,3.9,KAZ,,
2020,Percent,Batys Kazakhstan,,,35-44,3.0,KAZ,,
2020,Percent,Batys Kazakhstan,,,45-54,3.6,KAZ,,
2020,Percent,Batys Kazakhstan,,,55-64,1.3,KAZ,,
2020,Percent,KZAP,,,65 and older,0.0,KAZ,,
2020,Percent,Zhambyl,,,16-24,2.0,KAZ,,
2020,Percent,Zhambyl,,,25-28,0.9,KAZ,,
2020,Percent,Zhambyl,,,29-34,1.3,KAZ,,
2020,Percent,Zhambyl,,,35-44,2.1,KAZ,,
2020,Percent,Zhambyl,,,45-54,0.9,KAZ,,
2020,Percent,Zhambyl,,,55-64,1.2,KAZ,,
2020,Percent,Zhambyl,,,65 and older,0.4,KAZ,,
2020,Percent,Zhambyl,,,65 and older,100.0,KAZ,,
2020,Percent,Karagandy,,,16-24,3.6,KAZ,,
2020,Percent,Karagandy,,,25-28,3.1,KAZ,,
2020,Percent,Karagandy,,,29-34,2.2,KAZ,,
2020,Percent,Karagandy,,,35-44,3.2,KAZ,,
2020,Percent,Karagandy,,,45-54,2.7,KAZ,,
2020,Percent,Karagandy,,,55-64,3.0,KAZ,,
2020,Percent,Karagandy,,,65 and older,9.4,KAZ,,
2020,Percent,Kostanay,,,Y15,100.0,KAZ,,
2020,Percent,Kostanay,,,16-24,3.0,KAZ,,
2020,Percent,Kostanay,,,25-28,2.8,KAZ,,
2020,Percent,Kostanay,,,29-34,3.6,KAZ,,
2020,Percent,Kostanay,,,35-44,3.6,KAZ,,
2020,Percent,Kostanay,,,45-54,3.6,KAZ,,
2020,Percent,Kostanay,,,55-64,8.5,KAZ,,
2020,Percent,Kostanay,,,65 and older,19.3,KAZ,,
2020,Percent,Kyzylorda,,,16-24,7.6,KAZ,,
2020,Percent,Kyzylorda,,,25-28,4.8,KAZ,,
2020,Percent,Kyzylorda,,,29-34,4.1,KAZ,,
2020,Percent,Kyzylorda,,,35-44,2.6,KAZ,,
2020,Percent,Kyzylorda,,,45-54,2.0,KAZ,,
2020,Percent,Kyzylorda,,,55-64,2.8,KAZ,,
2020,Percent,Kyzylorda,,,65 and older,0.0,KAZ,,
2020,Percent,Mangistau,,,16-24,3.3,KAZ,,
2020,Percent,Mangistau,,,25-28,0.6,KAZ,,
2020,Percent,Mangistau,,,29-34,1.0,KAZ,,
2020,Percent,Mangistau,,,35-44,0.5,KAZ,,
2020,Percent,Mangistau,,,45-54,1.6,KAZ,,
2020,Percent,Mangistau,,,55-64,0.6,KAZ,,
2020,Percent,Mangistau,,,65 and older,0.0,KAZ,,
2020,Percent,,,,Y15,70.9,KAZ,,
2020,Percent,Pavlodar,,,16-24,5.1,KAZ,,
2020,Percent,Pavlodar,,,25-28,1.0,KAZ,,
2020,Percent,Pavlodar,,,29-34,1.3,KAZ,,
2020,Percent,Pavlodar,,,35-44,1.1,KAZ,,
2020,Percent,Pavlodar,,,45-54,1.2,KAZ,,
2020,Percent,Pavlodar,,,55-64,0.9,KAZ,,
2020,Percent,Pavlodar,,,65 and older,5.1,KAZ,,
2020,Percent,Soltustik Kazakhstan,,,16-24,1.3,KAZ,,
2020,Percent,Soltustik Kazakhstan,,,25-28,1.8,KAZ,,
2020,Percent,Soltustik Kazakhstan,,,29-34,1.1,KAZ,,
2020,Percent,Soltustik Kazakhstan,,,35-44,0.9,KAZ,,
2020,Percent,Soltustik Kazakhstan,,,45-54,1.6,KAZ,,
2020,Percent,Soltustik Kazakhstan,,,55-64,1.2,KAZ,,
2020,Percent,Soltustik Kazakhstan,,,65 and older,0.5,KAZ,,
2020,Percent,Turkistan,,,16-24,3.2,KAZ,,
2020,Percent,Turkistan,,,25-28,1.7,KAZ,,
2020,Percent,Turkistan,,,29-34,2.7,KAZ,,
2020,Percent,Turkistan,,,35-44,2.1,KAZ,,
2020,Percent,Turkistan,,,45-54,3.6,KAZ,,
2020,Percent,Turkistan,,,55-64,3.6,KAZ,,
2020,Percent,Turkistan,,,65 and older,18.3,KAZ,,
2020,Percent,Shygys Kazakhstan,,,16-24,3.1,KAZ,,
2020,Percent,Shygys Kazakhstan,,,25-28,0.9,KAZ,,
2020,Percent,Shygys Kazakhstan,,,29-34,1.6,KAZ,,
2020,Percent,Shygys Kazakhstan,,,35-44,2.2,KAZ,,
2020,Percent,Shygys Kazakhstan,,,45-54,5.3,KAZ,,
2020,Percent,Shygys Kazakhstan,,,55-64,3.4,KAZ,,
2020,Percent,Shygys Kazakhstan,,,65 and older,11.5,KAZ,,
2020,Percent,Nur-Sultan city,,,16-24,0.7,KAZ,,
2020,Percent,Nur-Sultan city,,,25-28,0.3,KAZ,,
2020,Percent,Nur-Sultan city,,,29-34,0.2,KAZ,,
2020,Percent,Nur-Sultan city,,,35-44,0.1,KAZ,,
2020,Percent,Nur-Sultan city,,,45-54,1.4,KAZ,,
2020,Percent,Nur-Sultan city,,,55-64,0.4,KAZ,,
2020,Percent,Nur-Sultan city,,,65 and older,0.0,KAZ,,
2020,Percent,Almaty city,,,16-24,0.6,KAZ,,
2020,Percent,Almaty city,,,25-28,0.8,KAZ,,
2020,Percent,Almaty city,,,29-34,0.1,KAZ,,
2020,Percent,Almaty city,,,35-44,0.6,KAZ,,
2020,Percent,Almaty city,,,45-54,0.7,KAZ,,
2020,Percent,Almaty city,,,55-64,4.9,KAZ,,
2020,Percent,Almaty city,,,65 and older,0.0,KAZ,,
2020,Percent,Shymkent city,,,16-24,1.1,KAZ,,
2020,Percent,Shymkent city,,,25-28,0.7,KAZ,,
2020,Percent,Shymkent city,,,29-34,0.9,KAZ,,
2020,Percent,Shymkent city,,,35-44,0.6,KAZ,,
2020,Percent,Shymkent city,,,45-54,0.8,KAZ,,
2020,Percent,Shymkent city,,,55-64,0.8,KAZ,,
2007,,,,,,1514.8,KGZ,,
2008,,,,,,1559.6,KGZ,,
2009,,,,,,1592.9,KGZ,,
2010,,,,,,1589.7,KGZ,,
2011,,,,,,1603.9,KGZ,,
2012,,,,,,1602.8,KGZ,,
2013,,,,,,1629.1,KGZ,,
2014,,,,,,1653.0,KGZ,,
2015,,,,,,1686.4,KGZ,,
2016,,,,,,1683.0,KGZ,,
2017,,,,,,1611.3,KGZ,,
2018,,,,,,1686.9,KGZ,,
2019,,,,,,1754.2,KGZ,,
2020,,,,,,1586.9,KGZ,,
2021,,,,,,1687.9,KGZ,,
2007,,,Male,,,928.9,KGZ,,
2008,,,Male,,,936.1,KGZ,,
2009,,,Male,,,983.6,KGZ,,
2010,,,Male,,,993.8,KGZ,,
2011,,,Male,,,999.9,KGZ,,
2012,,,Male,,,1008.4,KGZ,,
2013,,,Male,,,1044.3,KGZ,,
2014,,,Male,,,1040.6,KGZ,,
2015,,,Male,,,1077.9,KGZ,,
2016,,,Male,,,1095.7,KGZ,,
2017,,,Male,,,1074.4,KGZ,,
2018,,,Male,,,1131.7,KGZ,,
2019,,,Male,,,1161.7,KGZ,,
2020,,,Male,,,1032.4,KGZ,,
2021,,,Male,,,1116.6,KGZ,,
2007,,,Female,,,585.9,KGZ,,
2008,,,Female,,,623.5,KGZ,,
2009,,,Female,,,609.4,KGZ,,
2010,,,Female,,,595.9,KGZ,,
2011,,,Female,,,604.0,KGZ,,
2012,,,Female,,,594.4,KGZ,,
2013,,,Female,,,584.8,KGZ,,
2014,,,Female,,,612.3,KGZ,,
2015,,,Female,,,608.5,KGZ,,
2016,,,Female,,,587.3,KGZ,,
2017,,,Female,,,536.9,KGZ,,
2018,,,Female,,,555.2,KGZ,,
2019,,,Female,,,592.5,KGZ,,
2020,,,Female,,,554.5,KGZ,,
2021,,,Female,,,571.3,KGZ,,
2007,,,,,15 to 19 years old,129.7,KGZ,,
2008,,,,,15 to 19 years old,130.2,KGZ,,
2009,,,,,15 to 19 years old,139.2,KGZ,,
2010,,,,,15 to 19 years old,128.9,KGZ,,
2011,,,,,15 to 19 years old,120.5,KGZ,,
2012,,,,,15 to 19 years old,109.0,KGZ,,
2013,,,,,15 to 19 years old,126.1,KGZ,,
2014,,,,,15 to 19 years old,108.0,KGZ,,
2015,,,,,15 to 19 years old,101.7,KGZ,,
2016,,,,,15 to 19 years old,85.0,KGZ,,
2017,,,,,15 to 19 years old,71.1,KGZ,,
2018,,,,,15 to 19 years old,76.5,KGZ,,
2019,,,,,15 to 19 years old,75.3,KGZ,,
2020,,,,,15 to 19 years old,77.1,KGZ,,
2021,,,,,15 to 19 years old,80.6,KGZ,,
2007,,,,,20 to 29 years old,463.8,KGZ,,
2008,,,,,20 to 29 years old,485.6,KGZ,,
2009,,,,,20 to 29 years old,492.5,KGZ,,
2010,,,,,20 to 29 years old,500.9,KGZ,,
2011,,,,,20 to 29 years old,502.9,KGZ,,
2012,,,,,20 to 29 years old,497.3,KGZ,,
2013,,,,,20 to 29 years old,523.0,KGZ,,
2014,,,,,20 to 29 years old,516.5,KGZ,,
2015,,,,,20 to 29 years old,516.1,KGZ,,
2016,,,,,20 to 29 years old,518.7,KGZ,,
2017,,,,,20 to 29 years old,499.3,KGZ,,
2018,,,,,20 to 29 years old,500.7,KGZ,,
2019,,,,,20 to 29 years old,503.5,KGZ,,
2020,,,,,20 to 29 years old,460.7,KGZ,,
2021,,,,,20 to 29 years old,485.2,KGZ,,
2007,,,,,30 to 39 years old,408.9,KGZ,,
2008,,,,,30 to 39 years old,416.3,KGZ,,
2009,,,,,30 to 39 years old,408.1,KGZ,,
2010,,,,,30 to 39 years old,406.5,KGZ,,
2011,,,,,30 to 39 years old,403.8,KGZ,,
2012,,,,,30 to 39 years old,397.8,KGZ,,
2013,,,,,30 to 39 years old,411.3,KGZ,,
2014,,,,,30 to 39 years old,437.4,KGZ,,
2015,,,,,30 to 39 years old,449.1,KGZ,,
2016,,,,,30 to 39 years old,446.8,KGZ,,
2017,,,,,30 to 39 years old,447.3,KGZ,,
2018,,,,,30 to 39 years old,463.0,KGZ,,
2019,,,,,30 to 39 years old,487.0,KGZ,,
2020,,,,,30 to 39 years old,466.6,KGZ,,
2021,,,,,30 to 39 years old,491.8,KGZ,,
2007,,,,,40 to 49 years old,328.7,KGZ,,
2008,,,,,40 to 49 years old,335.8,KGZ,,
2009,,,,,40 to 49 years old,343.1,KGZ,,
2010,,,,,40 to 49 years old,336.4,KGZ,,
2011,,,,,40 to 49 years old,341.3,KGZ,,
2012,,,,,40 to 49 years old,356.0,KGZ,,
2013,,,,,40 to 49 years old,348.4,KGZ,,
2014,,,,,40 to 49 years old,352.0,KGZ,,
2015,,,,,40 to 49 years old,361.7,KGZ,,
2016,,,,,40 to 49 years old,371.4,KGZ,,
2017,,,,,40 to 49 years old,344.5,KGZ,,
2018,,,,,40 to 49 years old,367.3,KGZ,,
2019,,,,,40 to 49 years old,373.4,KGZ,,
2020,,,,,40 to 49 years old,316.7,KGZ,,
2021,,,,,40 to 49 years old,334.0,KGZ,,
2007,,,,,50 to 59 years old,149.3,KGZ,,
2008,,,,,50 to 59 years old,154.0,KGZ,,
2009,,,,,50 to 59 years old,168.4,KGZ,,
2010,,,,,50 to 59 years old,174.3,KGZ,,
2011,,,,,50 to 59 years old,187.7,KGZ,,
2012,,,,,50 to 59 years old,194.5,KGZ,,
2013,,,,,50 to 59 years old,181.4,KGZ,,
2014,,,,,50 to 59 years old,197.0,KGZ,,
2015,,,,,50 to 59 years old,207.4,KGZ,,
2016,,,,,50 to 59 years old,209.4,KGZ,,
2017,,,,,50 to 59 years old,204.3,KGZ,,
2018,,,,,50 to 59 years old,222.7,KGZ,,
2019,,,,,50 to 59 years old,240.8,KGZ,,
2020,,,,,50 to 59 years old,203.6,KGZ,,
2021,,,,,50 to 59 years old,222.4,KGZ,,
2007,,,,,65 to 69 years old,26.0,KGZ,,
2008,,,,,65 to 69 years old,29.0,KGZ,,
2009,,,,,65 to 69 years old,29.7,KGZ,,
2010,,,,,65 to 69 years old,32.3,KGZ,,
2011,,,,,65 to 69 years old,36.5,KGZ,,
2012,,,,,65 to 69 years old,38.0,KGZ,,
2013,,,,,65 to 69 years old,31.5,KGZ,,
2014,,,,,65 to 69 years old,35.3,KGZ,,
2015,,,,,65 to 69 years old,43.5,KGZ,,
2016,,,,,65 to 69 years old,45.4,KGZ,,
2017,,,,,65 to 69 years old,40.5,KGZ,,
2018,,,,,65 to 69 years old,52.6,KGZ,,
2019,,,,,65 to 69 years old,66.3,KGZ,,
2020,,,,,65 to 69 years old,57.8,KGZ,,
2021,,,,,65 to 69 years old,66.7,KGZ,,
2007,,,,,70 years old and over,8.5,KGZ,,
2008,,,,,70 years old and over,8.7,KGZ,,
2009,,,,,70 years old and over,11.8,KGZ,,
2010,,,,,70 years old and over,10.4,KGZ,,
2011,,,,,70 years old and over,11.1,KGZ,,
2012,,,,,70 years old and over,10.1,KGZ,,
2013,,,,,70 years old and over,7.5,KGZ,,
2014,,,,,70 years old and over,6.9,KGZ,,
2015,,,,,70 years old and over,7.0,KGZ,,
2016,,,,,70 years old and over,6.3,KGZ,,
2017,,,,,70 years old and over,4.3,KGZ,,
2018,,,,,70 years old and over,4.1,KGZ,,
2019,,,,,70 years old and over,7.9,KGZ,,
2020,,,,,70 years old and over,4.3,KGZ,,
2021,,,,,70 years old and over,7.2,KGZ,,
2007,,,,,,396.7,KGZ,Urban,
2008,,,,,,421.9,KGZ,Urban,
2009,,,,,,431.7,KGZ,Urban,
2010,,,,,,414.4,KGZ,Urban,
2011,,,,,,419.3,KGZ,Urban,
2012,,,,,,408.0,KGZ,Urban,
2013,,,,,,418.6,KGZ,Urban,
2014,,,,,,433.7,KGZ,Urban,
2015,,,,,,460.0,KGZ,Urban,
2016,,,,,,489.0,KGZ,Urban,
2017,,,,,,526.3,KGZ,Urban,
2018,,,,,,541.6,KGZ,Urban,
2019,,,,,,572.0,KGZ,Urban,
2020,,,,,,542.8,KGZ,Urban,
2021,,,,,,576.7,KGZ,Urban,
2007,,,,,,1118.1,KGZ,Rural,
2008,,,,,,1137.7,KGZ,Rural,
2009,,,,,,1161.2,KGZ,Rural,
2010,,,,,,1175.2,KGZ,Rural,
2011,,,,,,1184.6,KGZ,Rural,
2012,,,,,,1194.8,KGZ,Rural,
2013,,,,,,1210.5,KGZ,Rural,
2014,,,,,,1219.3,KGZ,Rural,
2015,,,,,,1226.5,KGZ,Rural,
2016,,,,,,1194.0,KGZ,Rural,
2017,,,,,,1085.0,KGZ,Rural,
2018,,,,,,1145.3,KGZ,Rural,
2019,,,,,,1182.2,KGZ,Rural,
2020,,,,,,1044.1,KGZ,Rural,
2021,,,,,,1111.2,KGZ,Rural,
2007,,,,,,755.3,KGZ,,"Agriculture, forestry and fishing"
2008,,,,,,767.0,KGZ,,"Agriculture, forestry and fishing"
2009,,,,,,740.5,KGZ,,"Agriculture, forestry and fishing"
2010,,,,,,720.7,KGZ,,"Agriculture, forestry and fishing"
2011,,,,,,719.4,KGZ,,"Agriculture, forestry and fishing"
2012,,,,,,711.4,KGZ,,"Agriculture, forestry and fishing"
2013,,,,,,731.6,KGZ,,"Agriculture, forestry and fishing"
2014,,,,,,749.0,KGZ,,"Agriculture, forestry and fishing"
2015,,,,,,710.1,KGZ,,"Agriculture, forestry and fishing"
2016,,,,,,656.5,KGZ,,"Agriculture, forestry and fishing"
2017,,,,,,497.7,KGZ,,"Agriculture, forestry and fishing"
2018,,,,,,463.0,KGZ,,"Agriculture, forestry and fishing"
2019,,,,,,444.5,KGZ,,"Agriculture, forestry and fishing"
2020,,,,,,339.3,KGZ,,"Agriculture, forestry and fishing"
2021,,,,,,355.2,KGZ,,"Agriculture, forestry and fishing"
2007,,,,,,106.6,KGZ,,Industry (total)
2008,,,,,,110.4,KGZ,,Industry (total)
2009,,,,,,114.7,KGZ,,Industry (total)
2010,,,,,,114.0,KGZ,,Industry (total)
2011,,,,,,111.3,KGZ,,Industry (total)
2012,,,,,,115.3,KGZ,,Industry (total)
2013,,,,,,102.2,KGZ,,Industry (total)
2014,,,,,,108.5,KGZ,,Industry (total)
2015,,,,,,117.7,KGZ,,Industry (total)
2016,,,,,,117.1,KGZ,,Industry (total)
2017,,,,,,160.5,KGZ,,Industry (total)
2018,,,,,,225.0,KGZ,,Industry (total)
2019,,,,,,237.8,KGZ,,Industry (total)
2020,,,,,,230.4,KGZ,,Industry (total)
2021,,,,,,243.9,KGZ,,Industry (total)
2007,,,,,,172.5,KGZ,,Construction
2008,,,,,,180.9,KGZ,,Construction
2009,,,,,,204.7,KGZ,,Construction
2010,,,,,,197.7,KGZ,,Construction
2011,,,,,,204.9,KGZ,,Construction
2012,,,,,,222.4,KGZ,,Construction
2013,,,,,,210.0,KGZ,,Construction
2014,,,,,,209.3,KGZ,,Construction
2015,,,,,,222.7,KGZ,,Construction
2016,,,,,,250.3,KGZ,,Construction
2017,,,,,,221.8,KGZ,,Construction
2018,,,,,,217.0,KGZ,,Construction
2019,,,,,,261.7,KGZ,,Construction
2020,,,,,,270.5,KGZ,,Construction
2021,,,,,,303.7,KGZ,,Construction
2007,,,,,,480.4,KGZ,,Other service activities
2008,,,,,,501.4,KGZ,,Other service activities
2009,,,,,,533.1,KGZ,,Other service activities
2010,,,,,,557.2,KGZ,,Other service activities
2011,,,,,,568.4,KGZ,,Other service activities
2012,,,,,,553.7,KGZ,,Other service activities
2013,,,,,,585.2,KGZ,,Other service activities
2014,,,,,,586.2,KGZ,,Other service activities
2015,,,,,,635.7,KGZ,,Other service activities
2016,,,,,,659.1,KGZ,,Other service activities
